Column_1,Column_2,Column_3,Column_4,Column_5,Column_6,Column_7,Column_8,Column_9,Column_10,Column_11
150.03860281389944,57.29610696515637,36.333431170809526,79.41178294390906,312.74401009766126,15.123804061900358,2.4564347262449027,148.91202022127436,-56.88833723813292,0.20826351449460542,0.20749950365465253
108.84942466876028,293.8217164122565,196.32280839831571,62.99637816646799,44.37641774276388,58.9266606066578,2.4531786972363667,108.84731186600594,-291.3626891905825,-0.9413221500568932,1.9016225624989849
124.80219815188373,244.54554777744397,122.18138968312991,58.519449590802246,285.51831232252675,86.80120568059435,2.457701651331602,123.57489456203953,-243.64133762899954,1.2842946614384363,-0.188922052174573
144.9246756063367,109.8573535089564,286.07294684301434,118.21183059967885,269.96077073673564,170.42484090240404,2.323632777098867,138.4733617295103,-113.26528642674428,0.9218949169892611,-0.20602090147244825
75.69551654992857,264.25601523136896,9.018171644162127,4.796306682813298,52.15518853565945,92.77432248215219,2.5252907638858937,72.55398038360678,-265.1767061519002,-0.1389645871456044,1.1441759910038707
70.22967626475119,185.41414541566894,313.3882063696617,31.65787813680777,67.7127301214506,156.48756836543575,2.3625299866033105,69.54140477951523,-187.0042718623099,0.27659486706437875,0.7766582204708382
101.78533250216688,224.83508032351895,44.137791035565925,37.62711623769543,238.84568756515327,66.89081634206825,2.7637551784491214,100.7898096573992,-222.3637732575341,0.16021484306876188,-1.0817714394059028
52.2261552267454,142.7081325988314,12.920351576540327,97.31949724657204,17.150719967629357,48.97146593739475,2.5108903192033165,51.76659297148365,-143.1493397052594,0.833401630851349,1.2606439108075576
99.41501736676729,172.27383377971893,379.7252652200911,125.67337822578843,223.28814597936213,58.9266606066578,2.6535303335310894,99.05304697074935,-171.53467901892768,0.16681816615256706,-0.8531624699372142
125.92147798843072,113.1424314179439,325.0947461667963,18.227092409810535,52.15518853565945,11.141726194195137,2.3899147129473506,125.88937038047135,-113.72878396068494,-0.3455395876719009,0.34331570948270945
50.93768373180322,172.27383377971893,250.9533274516105,27.180949561142025,312.74401009766126,94.7653614160048,2.590834838136188,46.02260041935089,-169.29744660807242,-0.36521839910085163,-1.980993825843718
38.89225414649571,270.826171049344,200.22498833069392,27.180949561142025,301.0758539083179,146.5323736961727,2.5372139071560733,39.7420823205224,-272.0407533044165,-0.3894045802779393,-1.1784363494194618
5.234354266212666,80.29165232806888,360.2143655582001,127.16568775101034,262.18199994384,37.02523233427908,2.516717344672849,3.8929099786985155,-79.10742523243411,0.939886067853397,-0.4290527295770877
39.76632658167514,260.9709373223815,328.9969260991745,10.765544783700959,215.50937518646654,44.989388069689525,2.5752182663425067,40.45099908561213,-261.7865284057339,0.671953318606686,-0.2208398117123509
129.69189079884987,27.730405784268857,247.0511475192323,16.73478288458862,320.5227808905569,160.469646233141,2.49942446853151,131.02903297351443,-29.898849544870817,-0.37694038183253203,-0.6884199011357576
86.40971293316622,139.42305468984392,243.1489675868541,39.119425762917345,347.7484786656914,150.5144515638779,2.5515701550999217,88.8511169829318,-138.30719741695165,-0.30264795341485046,-0.5252158769698627
68.85466879013596,274.1112489583315,313.3882063696617,70.45792579257757,164.9473650326453,106.71159501912047,2.3399209078551992,68.0717545150597,-275.58122060735894,-0.29468999426793735,0.21215921715172142
